Date,VSTOXX.Price
2/18/2009,47.96
2/19/2009,45.14
2/20/2009,48.51
2/23/2009,50.27
2/24/2009,49.55
2/25/2009,47.22
2/26/2009,42.39
2/27/2009,42.89
3/2/2009,49.54
3/3/2009,48.64
3/4/2009,44.61
3/5/2009,47.16
3/6/2009,49.55
3/9/2009,47.21
3/10/2009,45.39
3/11/2009,45.05
3/12/2009,45.35
3/13/2009,43.89
3/16/2009,43.58
3/17/2009,43.41
3/18/2009,42.97
3/19/2009,42.63
3/20/2009,43.41
3/23/2009,41.94
3/24/2009,40.88
3/25/2009,40.23
3/26/2009,39.03
3/27/2009,40.32
3/30/2009,44.91
3/31/2009,42.41
4/1/2009,41.73
4/2/2009,42.1
4/3/2009,40.54
4/6/2009,41.08
4/7/2009,40.16
4/8/2009,38.97
4/9/2009,37.61
4/13/2009,37.61
4/14/2009,40.22
4/15/2009,39.72
4/16/2009,37.3
4/17/2009,36.7
4/20/2009,41
4/21/2009,40.87
4/22/2009,39.6
4/23/2009,39.19
4/24/2009,37.38
4/27/2009,37.89
4/28/2009,39.78
4/29/2009,37.45
4/30/2009,36.88
5/1/2009,36.88
5/4/2009,36.76
5/5/2009,37.37
5/6/2009,36.26
5/7/2009,38.02
5/8/2009,36.06
5/11/2009,36.85
5/12/2009,34.95
5/13/2009,36.45
5/14/2009,36.11
5/15/2009,33.19
5/18/2009,32.31
5/19/2009,31.93
5/20/2009,31.31
5/21/2009,34.48
5/22/2009,32.53
5/26/2009,32.67
5/27/2009,32.07
5/28/2009,33.82
5/29/2009,33.04
6/1/2009,31.8
6/2/2009,31.41
6/3/2009,32.5
6/4/2009,31.52
6/5/2009,29.78
6/8/2009,31.22
6/9/2009,30.36
6/10/2009,29.26
6/11/2009,27.51
6/12/2009,28.12
6/15/2009,31.97
6/16/2009,31.89
6/17/2009,34.64
6/18/2009,32.44
6/19/2009,30.92
6/22/2009,36.05
6/23/2009,33.59
6/24/2009,30.84
6/25/2009,31.06
6/26/2009,30.85
6/29/2009,29.38
6/30/2009,30.24
7/1/2009,28.84
7/2/2009,31.77
7/6/2009,33.55
7/7/2009,34.36
7/8/2009,34.85
7/9/2009,32.57
7/10/2009,32.35
7/13/2009,30.92
7/14/2009,29.65
7/15/2009,27.78
7/16/2009,26.88
7/17/2009,26.01
7/20/2009,27.22
7/21/2009,27.52
7/22/2009,27.65
7/23/2009,26.82
7/24/2009,26.71
7/27/2009,27.52
7/28/2009,28.12
7/29/2009,27.71
7/30/2009,27.07
7/31/2009,28.13
8/3/2009,29.53
8/4/2009,28.55
8/5/2009,27.59
8/6/2009,26.93
8/7/2009,26.04
8/10/2009,26.84
8/11/2009,27.85
8/12/2009,27.02
8/13/2009,26.3
8/14/2009,27.52
8/17/2009,32.17
8/18/2009,30.48
8/19/2009,30.5
8/20/2009,28.47
8/21/2009,26.95
8/24/2009,28.3
8/25/2009,27.85
8/26/2009,28.37
8/27/2009,28.1
8/28/2009,27.59
8/31/2009,29.52
9/1/2009,31.54
9/2/2009,31.12
9/3/2009,30.31
9/4/2009,28.12
9/8/2009,27.42
9/9/2009,26.31
9/10/2009,25.93
9/11/2009,25.72
9/14/2009,26.87
9/15/2009,26.5
9/16/2009,25.98
9/17/2009,25.91
9/18/2009,25.69
9/21/2009,26.04
9/22/2009,25.53
9/23/2009,25.6
9/24/2009,27.11
9/25/2009,27.1
9/28/2009,26.48
9/29/2009,26.24
9/30/2009,26.82
10/1/2009,29.22
10/2/2009,30.18
10/5/2009,29.32
10/6/2009,27.52
10/7/2009,27.29
10/8/2009,26.05
10/9/2009,26.27
10/12/2009,25.81
10/13/2009,27.04
10/14/2009,25.38
10/15/2009,24.78
10/16/2009,25.2
10/19/2009,25.27
10/20/2009,24.56
10/21/2009,23.84
10/22/2009,24.39
10/23/2009,24.43
10/26/2009,27.28
10/27/2009,27.43
10/28/2009,28.9
10/29/2009,27.43
10/30/2009,31.33
11/2/2009,30.98
11/3/2009,31.77
11/4/2009,29.52
11/5/2009,28.27
11/6/2009,27.48
11/9/2009,26.34
11/10/2009,26.36
11/11/2009,26.53
11/12/2009,26.54
11/13/2009,25.79
11/16/2009,26.09
11/17/2009,26.66
11/18/2009,25.4
11/19/2009,26.52
11/20/2009,26.53
11/23/2009,24.97
11/24/2009,24.91
11/25/2009,23.68
11/27/2009,28.36
11/30/2009,30.28
12/1/2009,26.95
12/2/2009,26.39
12/3/2009,26.13
12/4/2009,24.88
12/7/2009,24.89
12/8/2009,26.67
12/9/2009,28.32
12/10/2009,26.96
12/11/2009,25.21
12/14/2009,24.45
12/15/2009,23.9
12/16/2009,23.26
12/17/2009,24.1
12/18/2009,25.1
12/21/2009,23.38
12/22/2009,23.26
12/23/2009,22.85
12/24/2009,22.85
12/28/2009,23.52
12/29/2009,23.36
12/30/2009,24.06
12/31/2009,24.06
1/4/2010,23.51
1/5/2010,23.13
1/6/2010,22.98
1/7/2010,22.69
1/8/2010,21.98
1/11/2010,22.73
1/12/2010,22.92
1/13/2010,22.61
1/14/2010,20.55
1/15/2010,22.28
1/19/2010,20.31
1/20/2010,23.41
1/21/2010,26.41
1/22/2010,27.09
1/25/2010,27.07
1/26/2010,25.68
1/27/2010,27.45
1/28/2010,28.15
1/29/2010,26.72
2/1/2010,26.37
2/2/2010,24.87
2/3/2010,25.41
2/4/2010,29.27
2/5/2010,30.55
2/8/2010,30
2/9/2010,29.6
2/10/2010,29.25
2/11/2010,29.11
2/12/2010,28.45
2/16/2010,26.78
2/17/2010,25.62
2/18/2010,24.6
2/19/2010,23.81
2/22/2010,23.89
2/23/2010,25.26
2/24/2010,25.06
2/25/2010,25.78
2/26/2010,24.37
3/1/2010,24.21
3/2/2010,23.09
3/3/2010,22.56
3/4/2010,22.51
3/5/2010,20.87
3/8/2010,22.1
3/9/2010,21.91
3/10/2010,21.82
3/11/2010,21.61
3/12/2010,21.93
3/15/2010,22.55
3/16/2010,21.51
3/17/2010,20.46
3/18/2010,20.79
3/19/2010,20.5
3/22/2010,21.1
3/23/2010,19.93
3/24/2010,20.61
3/25/2010,19.89
3/26/2010,19.8
3/29/2010,20.35
3/30/2010,20.47
3/31/2010,20.6
4/1/2010,20
4/5/2010,20
4/6/2010,20.63
4/7/2010,21.15
4/8/2010,22.5
4/9/2010,20.54
4/12/2010,20.73
4/13/2010,21.08
4/14/2010,20.79
4/15/2010,20.27
4/16/2010,22.44
4/19/2010,23.22
4/20/2010,21.05
4/21/2010,22.5
4/22/2010,24.8
4/23/2010,24
4/26/2010,24.37
4/27/2010,28.56
4/28/2010,31.45
4/29/2010,29.52
4/30/2010,28.89
5/3/2010,28.72
5/4/2010,33.15
5/5/2010,33.25
5/6/2010,36.81
5/7/2010,49.6
5/10/2010,38.66
5/11/2010,39.15
5/12/2010,34.28
5/13/2010,31.65
5/14/2010,42.59
5/17/2010,41.87
5/18/2010,37.21
5/19/2010,44.74
5/20/2010,49.87
5/21/2010,46.17
5/24/2010,42.62
5/25/2010,45.18
5/26/2010,40.01
5/27/2010,34.91
5/28/2010,33.88
6/1/2010,35.27
6/2/2010,35.43
6/3/2010,33.34
6/4/2010,37.69
6/7/2010,40.82
6/8/2010,41.62
6/9/2010,36.32
6/10/2010,33.07
6/11/2010,31.36
6/14/2010,29.64
6/15/2010,28.28
6/16/2010,29
6/17/2010,29.18
6/18/2010,26.96
6/21/2010,26.62
6/22/2010,26.42
6/23/2010,28.67
6/24/2010,31.39
6/25/2010,32.1
6/28/2010,30.1
6/29/2010,35.04
6/30/2010,34.32
7/1/2010,36.25
7/2/2010,33.59
7/6/2010,31.02
7/7/2010,30.26
7/8/2010,29.01
7/9/2010,27.95
7/12/2010,28.26
7/13/2010,26.88
7/14/2010,27.72
7/15/2010,27.3
7/16/2010,27.06
7/19/2010,28.53
7/20/2010,28.22
7/21/2010,28.43
7/22/2010,27.28
7/23/2010,28.07
7/26/2010,26.8
7/27/2010,26.41
7/28/2010,26.61
7/29/2010,27.12
7/30/2010,27.16
8/2/2010,26.31
8/3/2010,26.17
8/4/2010,25.47
8/5/2010,25.1
8/6/2010,27.11
8/9/2010,25.83
8/10/2010,27.09
8/11/2010,30.01
8/12/2010,29.37
8/13/2010,29.2
8/16/2010,30
8/17/2010,27.77
8/18/2010,26.74
8/19/2010,29.33
8/20/2010,29.05
8/23/2010,28.29
8/24/2010,30.03
8/25/2010,30.84
8/26/2010,29.98
8/27/2010,28.32
8/30/2010,29.09
8/31/2010,29.37
9/1/2010,26.25
9/2/2010,25.91
9/3/2010,24.56
9/7/2010,25.26
9/8/2010,24.86
9/9/2010,24.21
9/10/2010,24.62
9/13/2010,23.77
9/14/2010,23.27
9/15/2010,23.57
9/16/2010,24.07
9/17/2010,24.54
9/20/2010,24.15
9/21/2010,25.08
9/22/2010,25.42
9/23/2010,25.56
9/24/2010,23.66
9/27/2010,24.56
9/28/2010,24.76
9/29/2010,25.06
9/30/2010,26.11
10/1/2010,26.37
10/4/2010,27.05
10/5/2010,25.11
10/6/2010,24.65
10/7/2010,23.99
10/8/2010,22.82
10/11/2010,22.54
10/12/2010,22.75
10/13/2010,21.77
10/14/2010,21.48
10/15/2010,21.58
10/18/2010,21.39
10/19/2010,22.06
10/20/2010,21.72
10/21/2010,22.04
10/22/2010,21.77
10/25/2010,22.04
10/26/2010,22.15
10/27/2010,23.91
10/28/2010,22.81
10/29/2010,23.39
11/1/2010,24.62
11/2/2010,23.89
11/3/2010,25.44
11/4/2010,21.52
11/5/2010,21.85
11/8/2010,21.77
11/9/2010,20.63
11/10/2010,22.62
11/11/2010,23.49
11/12/2010,24.62
11/15/2010,23.62
11/16/2010,26.36
11/17/2010,24.78
11/18/2010,22.92
11/19/2010,22.06
11/22/2010,23.37
11/23/2010,27.63
11/24/2010,26.38
11/26/2010,28.44
11/29/2010,30.67
11/30/2010,31.07
12/1/2010,28.13
12/2/2010,25.36
12/3/2010,23.88
12/6/2010,24.72
12/7/2010,23.34
12/8/2010,22.49
12/9/2010,21.65
12/10/2010,21.15
12/13/2010,20.42
12/14/2010,19.72
12/15/2010,19.86
12/16/2010,18.36
12/17/2010,19.25
12/20/2010,18.68
12/21/2010,18.47
12/22/2010,18.59
12/23/2010,19.57
12/27/2010,22.58
12/28/2010,22.57
12/29/2010,22.01
12/30/2010,23.92
12/31/2010,23.92
1/3/2011,23.62
1/4/2011,23.16
1/5/2011,23.08
1/6/2011,23.3
1/7/2011,23.95
1/10/2011,25.72
1/11/2011,23.86
1/12/2011,22.27
1/13/2011,21.47
1/14/2011,20.44
1/18/2011,20.19
1/19/2011,21.27
1/20/2011,21.11
1/21/2011,19.8
1/24/2011,20.38
1/25/2011,21.56
1/26/2011,21.53
1/27/2011,21.11
1/28/2011,22.13
1/31/2011,22.73
2/1/2011,22.15
2/2/2011,21.66
2/3/2011,22.09
2/4/2011,20.9
2/7/2011,20.37
2/8/2011,20.21
2/9/2011,19.75
2/10/2011,19.75
2/11/2011,19.95
2/14/2011,20.74
2/15/2011,20.44
2/16/2011,19.19
2/17/2011,20
2/18/2011,19.7
2/22/2011,23.93
2/23/2011,24.99
2/24/2011,24.99
2/25/2011,23.1
2/28/2011,22.71
3/1/2011,23.82
3/2/2011,24.6
3/3/2011,23.93
3/4/2011,23.64
3/7/2011,24.41
3/8/2011,23.45
3/9/2011,23.48
3/10/2011,24.14
3/11/2011,24.71
3/14/2011,26.74
3/15/2011,31.01
3/16/2011,35.23
3/17/2011,30.61
3/18/2011,28.53
3/21/2011,25.24
3/22/2011,24.39
3/23/2011,23.92
3/24/2011,22.1
3/25/2011,22.08
3/28/2011,22.48
3/29/2011,22.5
3/30/2011,21.47
3/31/2011,22.08
4/1/2011,20.42
4/4/2011,20.66
4/5/2011,20.52
4/6/2011,20.16
4/7/2011,21.02
4/8/2011,19.96
4/11/2011,19.98
4/12/2011,22.5
4/13/2011,21.2
4/14/2011,20.74
4/15/2011,18.8
4/18/2011,22.79
4/19/2011,20.82
4/20/2011,19.08
4/21/2011,18.93
4/25/2011,18.93
4/26/2011,19.49
4/27/2011,19.83
4/28/2011,18.83
4/29/2011,18.48
5/2/2011,19.62
5/3/2011,20.8
5/4/2011,21.86
5/5/2011,22.55
5/6/2011,19.98
5/9/2011,22.51
5/10/2011,21.5
5/11/2011,21.07
5/12/2011,21.87
5/13/2011,22.08
5/16/2011,22.38
5/17/2011,23.1
5/18/2011,22.36
5/19/2011,21.03
5/20/2011,22.38
5/23/2011,24.78
5/24/2011,23.77
5/25/2011,22.65
5/26/2011,22.74
5/27/2011,21.47
5/31/2011,20.35
6/1/2011,20.93
6/2/2011,22.84
6/3/2011,22.65
6/6/2011,23.15
6/7/2011,22.37
6/8/2011,22.69
6/9/2011,20.94
6/10/2011,22.62
6/13/2011,22.84
6/14/2011,21.32
6/15/2011,23.06
6/16/2011,24.43
6/17/2011,24.25
6/20/2011,25.54
6/21/2011,24.75
6/22/2011,23.34
6/23/2011,27.3
6/24/2011,27.17
6/27/2011,28.2
6/28/2011,27.69
6/29/2011,24.06
6/30/2011,21.56
7/1/2011,19.73
7/5/2011,20.26
7/6/2011,20.92
7/7/2011,20.59
7/8/2011,22.41
7/11/2011,26.26
7/12/2011,28.25
7/13/2011,26.47
7/14/2011,27.27
7/15/2011,28.12
7/18/2011,31
7/19/2011,29
7/20/2011,27.62
7/21/2011,23.83
7/22/2011,22.4
7/25/2011,24.5
7/26/2011,24.04
7/27/2011,26.03
7/28/2011,26.54
7/29/2011,27.62
8/1/2011,29
8/2/2011,29.35
8/3/2011,29.72
8/4/2011,34.63
8/5/2011,39.25
8/8/2011,45.3
8/9/2011,46.4
8/10/2011,49.5
8/11/2011,48.7
8/12/2011,44.85
8/15/2011,40.35
8/16/2011,38.05
8/17/2011,35.04
8/18/2011,47.17
8/19/2011,47.31
8/22/2011,46.59
8/23/2011,44.35
8/24/2011,42.13
8/25/2011,44.38
8/26/2011,43.55
8/29/2011,39.25
8/30/2011,38.16
8/31/2011,35.65
9/1/2011,36.57
9/2/2011,40.1
9/6/2011,47.87
9/7/2011,43.47
9/8/2011,41.63
9/9/2011,49.79
9/12/2011,53.55
9/13/2011,49.12
9/14/2011,46.73
9/15/2011,42.29
9/16/2011,42.96
9/19/2011,45.61
9/20/2011,42.79
9/21/2011,44.14
9/22/2011,47.78
9/23/2011,48.54
9/26/2011,49.29
9/27/2011,45.52
9/28/2011,46.39
9/29/2011,44.44
9/30/2011,46.68
10/3/2011,48.65
10/4/2011,50.44
10/5/2011,45.6
10/6/2011,42.63
10/7/2011,40.56
10/10/2011,37.91
10/11/2011,38.18
10/12/2011,35.77
10/13/2011,38.75
10/14/2011,34.94
10/17/2011,38.81
10/18/2011,39.66
10/19/2011,39.89
10/20/2011,44.61
10/21/2011,40.74
10/24/2011,37.31
10/25/2011,37.84
10/26/2011,37.77
10/27/2011,30.34
10/28/2011,31.24
10/31/2011,35.12
11/1/2011,42.96
11/2/2011,42.14
11/3/2011,40.05
11/4/2011,41.49
11/7/2011,42.22
11/8/2011,39.67
11/9/2011,41.72
11/10/2011,43.72
11/11/2011,39.53
11/14/2011,40.15
11/15/2011,39.61
11/16/2011,38.08
11/17/2011,39.06
11/18/2011,38.3
11/21/2011,41.21
11/22/2011,39.56
11/23/2011,40.97
11/25/2011,40.82
11/28/2011,38.97
11/29/2011,38.66
11/30/2011,37.08
12/1/2011,36.54
12/2/2011,35.69
12/5/2011,35.97
12/6/2011,36.92
12/7/2011,37.22
12/8/2011,39.38
12/9/2011,34.9
12/12/2011,36.25
12/13/2011,33.67
12/14/2011,34.49
12/15/2011,31.42
12/16/2011,31.14
12/19/2011,30.99
12/20/2011,30.33
12/21/2011,30.26
12/22/2011,28.87
12/23/2011,28.52
12/27/2011,29.75
12/28/2011,31.82
12/29/2011,32.19
12/30/2011,32.15
1/3/2012,30.02
1/4/2012,30.47
1/5/2012,31.02
1/6/2012,30.56
1/9/2012,30.18
1/10/2012,28.34
1/11/2012,28.46
1/12/2012,28.55
1/13/2012,28.92
1/17/2012,28.15
1/18/2012,27.76
1/19/2012,26.54
1/20/2012,25.03
1/23/2012,25.65
1/24/2012,25.3
1/25/2012,25.24
1/26/2012,24.24
1/27/2012,24.4
1/30/2012,26.88
1/31/2012,26.31
2/1/2012,24.61
2/2/2012,24.56
2/3/2012,23.53
2/6/2012,25.03
2/7/2012,25.33
2/8/2012,25.73
2/9/2012,25.92
2/10/2012,27.38
2/13/2012,26.6
2/14/2012,26.02
2/15/2012,26.54
2/16/2012,26.84
2/17/2012,24.83
2/21/2012,23.9
2/22/2012,24.01
2/23/2012,23.84
2/24/2012,22.53
2/27/2012,24.22
2/28/2012,23.72
2/29/2012,23.93
3/1/2012,22.86
3/2/2012,22.56
3/5/2012,23.8
3/6/2012,28.56
3/7/2012,28.23
3/8/2012,25.1
3/9/2012,22.9
3/12/2012,23.01
3/13/2012,20.93
3/14/2012,21.12
3/15/2012,19.35
3/16/2012,18.52
3/19/2012,18.36
3/20/2012,19.91
3/21/2012,20.03
3/22/2012,21.91
3/23/2012,21.66
3/26/2012,21.34
3/27/2012,22.4
3/28/2012,23.08
3/29/2012,25.36
3/30/2012,22.55
4/2/2012,21.22
4/3/2012,22.27
4/4/2012,25.86
4/5/2012,25.59
4/9/2012,25.59
4/10/2012,30.68
4/11/2012,29.49
4/12/2012,27.61
4/13/2012,29.41
4/16/2012,28.86
4/17/2012,26.59
4/18/2012,27.68
4/19/2012,28.28
4/20/2012,26.23
4/23/2012,29.97
4/24/2012,28.66
4/25/2012,27.4
4/26/2012,26.62
4/27/2012,25.48
4/30/2012,26.95
5/1/2012,
5/2/2012,28.01
5/3/2012,27.68
5/4/2012,29.38
5/7/2012,28.92
5/8/2012,31.32
5/9/2012,31.21
5/10/2012,29.15
5/11/2012,28.39
5/14/2012,31.69
5/15/2012,33.31
5/16/2012,33.12
5/17/2012,34.48
5/18/2012,33.11
5/21/2012,31.03
5/22/2012,30.01
5/23/2012,32.86
5/24/2012,31.46
5/25/2012,30.23
5/29/2012,31.41
5/30/2012,34.51
5/31/2012,34.95
6/1/2012,36.38
6/4/2012,36.45
6/5/2012,34.57
6/6/2012,31.58
6/7/2012,31.43
6/8/2012,30.37
6/11/2012,31.99
6/12/2012,32.39
6/13/2012,33.86
6/14/2012,33.01
6/15/2012,33.73
6/18/2012,29.46
6/19/2012,27.64
6/20/2012,26.94
6/21/2012,25.46
6/22/2012,25.17
6/25/2012,27.65
6/26/2012,28.05
6/27/2012,27.54
6/28/2012,28.06
6/29/2012,24.95
7/2/2012,24.99
7/3/2012,23.69
7/5/2012,24.45
7/6/2012,25.58
7/9/2012,25.6
7/10/2012,24.64
7/11/2012,24.13
7/12/2012,24.08
7/13/2012,22.61
7/16/2012,22.17
7/17/2012,21.72
7/18/2012,20.36
7/19/2012,20.83
7/20/2012,24.22
7/23/2012,28.08
7/24/2012,28.45
7/25/2012,27.18
7/26/2012,25.64
7/27/2012,25.32
7/30/2012,26.46
7/31/2012,28.01
8/1/2012,28.1
8/2/2012,26.4
8/3/2012,23.8
8/6/2012,24.24
8/7/2012,23.87
8/8/2012,23.68
8/9/2012,23.34
8/10/2012,22.75
8/13/2012,23.45
8/14/2012,23.25
8/15/2012,23.55
8/16/2012,23.13
8/17/2012,21.45
8/20/2012,22.15
8/21/2012,22.19
8/22/2012,25.12
8/23/2012,24.39
8/24/2012,24.64
8/27/2012,24.32
8/28/2012,24.87
8/29/2012,25.72
8/30/2012,27.16
8/31/2012,25.7
9/4/2012,27.76
9/5/2012,27.66
9/6/2012,23.11
9/7/2012,21.83
9/10/2012,23.49
9/11/2012,23.92
9/12/2012,23.65
9/13/2012,23.51
9/14/2012,21.11
9/17/2012,20.94
9/18/2012,21.06
9/19/2012,20.29
9/20/2012,20.13
9/21/2012,19.24
9/24/2012,19.8
9/25/2012,19.77
9/26/2012,22.23
9/27/2012,22.49
9/28/2012,23.38
10/1/2012,22.87
10/2/2012,23.15
10/3/2012,22.13
10/4/2012,22
10/5/2012,20.35
10/8/2012,21.58
10/9/2012,22.95
10/10/2012,22.67
10/11/2012,21.58
10/12/2012,21.88
10/15/2012,21.45
10/16/2012,20.4
10/17/2012,19.88
10/18/2012,19.58
10/19/2012,20.6
10/22/2012,21.26
10/23/2012,23.39
10/24/2012,22.76
10/25/2012,22.49
10/26/2012,22.14
10/31/2012,22.21
11/1/2012,21.21
11/2/2012,20.56
11/5/2012,22.22
11/6/2012,21.79
11/7/2012,23.28
11/8/2012,23.1
11/9/2012,22.57
11/12/2012,22.71
11/13/2012,21.85
11/14/2012,21.53
11/15/2012,21.98
11/16/2012,22.17
11/19/2012,19.64
11/20/2012,18.77
11/21/2012,17.85
11/23/2012,17.75
11/26/2012,18.5
11/27/2012,17.7
11/28/2012,17.26
11/29/2012,16.49
11/30/2012,16.55
12/3/2012,17.31
12/4/2012,17.28
12/5/2012,17.39
12/6/2012,16.99
12/7/2012,17.2
12/10/2012,17.4
12/11/2012,17.03
12/12/2012,17.05
12/13/2012,16.95
12/14/2012,16.48
12/17/2012,16.46
12/18/2012,15.86
12/19/2012,15.65
12/20/2012,15.76
12/21/2012,17.89
12/24/2012,17.89
12/26/2012,17.89
12/27/2012,17.89
12/28/2012,21.35
12/31/2012,21.35
1/2/2013,18.36
1/3/2013,17.54
1/4/2013,16.07
1/7/2013,16.82
1/8/2013,16.9
1/9/2013,16.15
1/10/2013,16.12
1/11/2013,15.57
1/14/2013,15.7
1/15/2013,15.97
1/16/2013,16.15
1/17/2013,15.91
1/18/2013,15.88
1/22/2013,16.06
1/23/2013,16.22
1/24/2013,15.31
1/25/2013,14.91
1/28/2013,15.2
1/29/2013,14.86
1/30/2013,15.94
1/31/2013,16.64
2/1/2013,15.99
2/4/2013,20.15
2/5/2013,19.26
2/6/2013,20.21
2/7/2013,20.8
2/8/2013,18.56
2/11/2013,18.93
2/12/2013,18.37
2/13/2013,18.28
2/14/2013,18.65
2/15/2013,18.85
2/19/2013,18.46
2/20/2013,19.61
2/21/2013,21.51
2/22/2013,20.86
2/25/2013,21.31
2/26/2013,25.9
2/27/2013,22
2/28/2013,21
3/1/2013,21.77
3/4/2013,21.44
3/5/2013,19.55
3/6/2013,20.11
3/7/2013,18.74
3/8/2013,17.38
3/11/2013,17.62
3/12/2013,17.32
3/13/2013,16.93
3/14/2013,15.08
3/15/2013,15.73
3/18/2013,18.1
3/19/2013,21.53
3/20/2013,18.87
3/21/2013,19.79
3/22/2013,21.29
3/25/2013,21.24
3/26/2013,20.88
3/27/2013,21.86
3/28/2013,20.89
4/1/2013,20.89
4/2/2013,19.62
4/3/2013,20.76
4/4/2013,21.1
4/5/2013,22.29
4/8/2013,21.49
4/9/2013,20.42
4/10/2013,19.18
4/11/2013,18.85
4/12/2013,20.21
4/15/2013,20.2
4/16/2013,20.51
4/17/2013,22.75
4/18/2013,21.95
4/19/2013,20.5
4/22/2013,20.64
4/23/2013,19.21
4/24/2013,18.98
4/25/2013,19.41
4/26/2013,19.71
4/29/2013,19.98
4/30/2013,20.26
5/1/2013,20.26
5/2/2013,18.75
5/3/2013,17.63
5/6/2013,18.06
5/7/2013,17.45
5/8/2013,17.36
5/9/2013,17.22
5/10/2013,17.43
5/13/2013,17.67
5/14/2013,17.14
5/15/2013,16.64
5/16/2013,16.26
5/17/2013,16.31
5/20/2013,16.67
5/21/2013,16.91
5/22/2013,16.29
5/23/2013,18.36
5/24/2013,18.49
5/28/2013,17.75
5/29/2013,19.68
5/30/2013,18.86
5/31/2013,19.6
6/3/2013,21.38
6/4/2013,21
6/5/2013,22.27
6/6/2013,22.2
6/7/2013,19.95
6/10/2013,19.59
6/11/2013,21.01
6/12/2013,21.74
6/13/2013,22.11
6/14/2013,21.26
6/17/2013,21.1
6/18/2013,20.84
6/19/2013,20.41
6/20/2013,23.61
6/21/2013,24.05
6/24/2013,25.3
6/25/2013,24.14
6/26/2013,22.55
6/27/2013,21.69
6/28/2013,21.82
7/1/2013,21.83
7/2/2013,21.59
7/3/2013,22.65
7/5/2013,22.59
7/8/2013,21.58
7/9/2013,20.64
7/10/2013,20.37
7/11/2013,18.98
7/12/2013,19.07
7/15/2013,18.9
7/16/2013,19.24
7/17/2013,18.49
7/18/2013,17.69
7/19/2013,17.23
7/22/2013,17.47
7/23/2013,17.34
7/24/2013,17.09
7/25/2013,17.48
7/26/2013,18.11
7/29/2013,18.7
7/30/2013,18.84
7/31/2013,19.06
8/1/2013,
8/2/2013,16.82
8/5/2013,17.33
8/6/2013,17.92
8/7/2013,18.27
8/8/2013,17.35
8/9/2013,17.17
8/12/2013,17.36
8/13/2013,17.08
8/14/2013,16.64
8/15/2013,17.29
8/16/2013,16.41
8/19/2013,17.49
8/20/2013,19.2
8/21/2013,20.54
8/22/2013,18.71
8/23/2013,17.82
8/26/2013,17.9
8/27/2013,22.17
8/28/2013,22.31
8/29/2013,21.15
8/30/2013,23.48
9/3/2013,23.05
9/4/2013,22.09
9/5/2013,21.51
9/6/2013,20.23
9/9/2013,20.47
9/10/2013,19.31
9/11/2013,18.43
9/12/2013,18.41
9/13/2013,18.38
9/16/2013,18.72
9/17/2013,18.99
9/18/2013,18.17
9/19/2013,16.87
9/20/2013,16.76
9/23/2013,17.45
9/24/2013,16.62
9/25/2013,16.4
9/26/2013,16.47
9/27/2013,16.92
9/30/2013,19.45
10/1/2013,18.32
10/2/2013,19.26
10/3/2013,20.06
10/4/2013,19.54
10/7/2013,20.16
10/8/2013,20.89
10/9/2013,23.36
10/10/2013,19.84
10/11/2013,18.26
10/14/2013,20.16
10/15/2013,18.62
10/16/2013,18.6
10/17/2013,16.83
10/18/2013,15.42
10/21/2013,16
10/22/2013,15.61
10/23/2013,16.62
10/24/2013,15.56
10/25/2013,15.02
10/28/2013,15.89
10/29/2013,15.19
10/30/2013,16.15
10/31/2013,15.89
11/1/2013,16.21
11/4/2013,16.25
11/5/2013,16.75
11/6/2013,16.83
11/7/2013,16.69
11/8/2013,17.29
11/11/2013,17.24
11/12/2013,17.27
11/13/2013,17.13
11/14/2013,15.91
11/15/2013,15.16
11/18/2013,15.4
11/19/2013,15.66
11/20/2013,15.52
11/21/2013,15.08
11/22/2013,14.26
11/25/2013,14.53
11/26/2013,14.51
11/27/2013,14.12
11/29/2013,14.65
12/2/2013,15.44
12/3/2013,17.1
12/4/2013,17.88
12/5/2013,18.38
12/6/2013,16.5
12/9/2013,16.21
12/10/2013,16.74
12/11/2013,17.36
12/12/2013,18.06
12/13/2013,18.2
12/16/2013,18.49
12/17/2013,18.18
12/18/2013,17.2
12/19/2013,15.4
12/20/2013,16.01
12/23/2013,15.81
12/24/2013,15.81
12/26/2013,15.81
12/27/2013,16.46
12/30/2013,17.25
12/31/2013,17.25
1/2/2014,18.93
1/3/2014,18
1/6/2014,18.17
1/7/2014,17.19
1/8/2014,17.37
1/9/2014,17.36
1/10/2014,16.56
1/13/2014,17.1
1/14/2014,16.81
1/15/2014,16.51
1/16/2014,17.06
1/17/2014,15.74
1/21/2014,16.17
1/22/2014,16.45
1/23/2014,17.51
1/24/2014,20.93
1/27/2014,20.68
1/28/2014,19.97
1/29/2014,21.81
1/30/2014,21.12
1/31/2014,21.82
2/3/2014,24.02
2/4/2014,23.01
2/5/2014,22.65
2/6/2014,20.8
2/7/2014,19.23
2/10/2014,19.31
2/11/2014,17.67
2/12/2014,17.93
2/13/2014,17.5
2/14/2014,16.38
2/18/2014,17.1
2/19/2014,17.45
2/20/2014,17.77
2/21/2014,17.38
2/24/2014,16.72
2/25/2014,16.24
2/26/2014,16.14
2/27/2014,17.12
2/28/2014,16.77
3/3/2014,21.86
3/4/2014,18.65
3/5/2014,18.7
3/6/2014,17.82
3/7/2014,20.47
3/10/2014,20.12
3/11/2014,19.77
3/12/2014,20.21
